"","subject","race","outcome"
"4746",4746,"Not Black","Accepted"
"4747",4747,"Not Black","Accepted"
"4748",4748,"Not Black","Accepted"
"4749",4749,"Not Black","Accepted"
"4750",4750,"Not Black","Accepted"
"4751",4751,"Not Black","Accepted"
"4752",4752,"Not Black","Accepted"
"4753",4753,"Not Black","Accepted"
"4754",4754,"Not Black","Accepted"
"4755",4755,"Not Black","Accepted"
"4756",4756,"Not Black","Accepted"
"4757",4757,"Not Black","Accepted"
"4758",4758,"Not Black","Accepted"
"4759",4759,"Not Black","Accepted"
"4760",4760,"Not Black","Accepted"
"4761",4761,"Not Black","Accepted"
"4762",4762,"Not Black","Accepted"
"4763",4763,"Not Black","Accepted"
"4764",4764,"Not Black","Accepted"
"4765",4765,"Not Black","Accepted"
"4766",4766,"Not Black","Accepted"
"4767",4767,"Not Black","Accepted"
"4768",4768,"Not Black","Accepted"
"4769",4769,"Not Black","Accepted"
"4770",4770,"Not Black","Accepted"
"4771",4771,"Not Black","Accepted"
"4772",4772,"Not Black","Accepted"
"4773",4773,"Not Black","Accepted"
"4774",4774,"Not Black","Accepted"
"4775",4775,"Not Black","Accepted"
"4776",4776,"Not Black","Accepted"
"4777",4777,"Not Black","Accepted"
"4778",4778,"Not Black","Accepted"
"4779",4779,"Not Black","Accepted"
"4780",4780,"Not Black","Accepted"
"4781",4781,"Not Black","Accepted"
"4782",4782,"Not Black","Accepted"
"4783",4783,"Not Black","Accepted"
"4784",4784,"Not Black","Accepted"
"4785",4785,"Not Black","Accepted"
"4786",4786,"Not Black","Accepted"
"4787",4787,"Not Black","Accepted"
"4788",4788,"Not Black","Accepted"
"4789",4789,"Not Black","Accepted"
"4790",4790,"Not Black","Accepted"
"4791",4791,"Not Black","Accepted"
"4792",4792,"Not Black","Accepted"
"4793",4793,"Not Black","Accepted"
"4794",4794,"Not Black","Accepted"
"4795",4795,"Not Black","Accepted"
"4796",4796,"Not Black","Accepted"
"4797",4797,"Not Black","Accepted"
"4798",4798,"Not Black","Accepted"
"4799",4799,"Not Black","Accepted"
"4800",4800,"Not Black","Accepted"
"4801",4801,"Not Black","Accepted"
"4802",4802,"Not Black","Accepted"
"4803",4803,"Not Black","Accepted"
"4804",4804,"Not Black","Accepted"
"4805",4805,"Not Black","Accepted"
"4806",4806,"Not Black","Accepted"
"4807",4807,"Not Black","Accepted"
"4808",4808,"Not Black","Accepted"
"4809",4809,"Not Black","Accepted"
"4810",4810,"Not Black","Accepted"
"4811",4811,"Not Black","Accepted"
"4812",4812,"Not Black","Accepted"
"4813",4813,"Not Black","Accepted"
"4814",4814,"Not Black","Accepted"
"4815",4815,"Not Black","Accepted"
"4816",4816,"Not Black","Accepted"
"4817",4817,"Not Black","Accepted"
"4818",4818,"Not Black","Accepted"
"4819",4819,"Not Black","Accepted"
"4820",4820,"Not Black","Accepted"
"4821",4821,"Not Black","Accepted"
"4822",4822,"Not Black","Accepted"
"4823",4823,"Not Black","Accepted"
"4824",4824,"Not Black","Accepted"
"4825",4825,"Not Black","Accepted"
"4826",4826,"Not Black","Accepted"
"4827",4827,"Not Black","Accepted"
"4828",4828,"Not Black","Accepted"
"4829",4829,"Not Black","Accepted"
"4830",4830,"Not Black","Accepted"
"4831",4831,"Not Black","Accepted"
"4832",4832,"Not Black","Accepted"
"4833",4833,"Not Black","Accepted"
"4834",4834,"Not Black","Accepted"
"4835",4835,"Not Black","Accepted"
"4836",4836,"Not Black","Accepted"
"4837",4837,"Not Black","Accepted"
"4838",4838,"Not Black","Accepted"
"4839",4839,"Not Black","Accepted"
"4840",4840,"Not Black","Accepted"
"4841",4841,"Not Black","Accepted"
"4842",4842,"Not Black","Accepted"
"4843",4843,"Not Black","Accepted"
"4844",4844,"Not Black","Accepted"
"4845",4845,"Not Black","Accepted"
"4846",4846,"Not Black","Accepted"
"4847",4847,"Not Black","Accepted"
"4848",4848,"Not Black","Accepted"
"4849",4849,"Not Black","Accepted"
"4850",4850,"Not Black","Accepted"
"4851",4851,"Not Black","Accepted"
"4852",4852,"Not Black","Accepted"
"4853",4853,"Not Black","Accepted"
"4854",4854,"Not Black","Accepted"
"4855",4855,"Not Black","Accepted"
"4856",4856,"Not Black","Accepted"
"4857",4857,"Not Black","Accepted"
"4858",4858,"Not Black","Accepted"
"4859",4859,"Not Black","Accepted"
"4860",4860,"Not Black","Accepted"
"4861",4861,"Not Black","Accepted"
"4862",4862,"Not Black","Accepted"
"4863",4863,"Not Black","Accepted"
"4864",4864,"Not Black","Accepted"
"4865",4865,"Not Black","Accepted"
"4866",4866,"Not Black","Accepted"
"4867",4867,"Not Black","Accepted"
"4868",4868,"Not Black","Accepted"
"4869",4869,"Not Black","Accepted"
"4870",4870,"Not Black","Accepted"
"4871",4871,"Not Black","Accepted"
"4872",4872,"Not Black","Accepted"
"4873",4873,"Not Black","Accepted"
"4874",4874,"Not Black","Accepted"
"4875",4875,"Not Black","Accepted"
"4876",4876,"Not Black","Accepted"
"4877",4877,"Not Black","Accepted"
"4878",4878,"Not Black","Accepted"
"4879",4879,"Not Black","Accepted"
"4880",4880,"Not Black","Accepted"
"4881",4881,"Not Black","Accepted"
"4882",4882,"Not Black","Accepted"
"4883",4883,"Not Black","Accepted"
"4884",4884,"Not Black","Accepted"
"4885",4885,"Not Black","Accepted"
"4886",4886,"Not Black","Accepted"
"4887",4887,"Not Black","Accepted"
"4888",4888,"Not Black","Accepted"
"4889",4889,"Not Black","Accepted"
"4890",4890,"Not Black","Accepted"
"4891",4891,"Not Black","Accepted"
"4892",4892,"Not Black","Accepted"
"4893",4893,"Not Black","Accepted"
"4894",4894,"Not Black","Accepted"
"4895",4895,"Not Black","Accepted"
"4896",4896,"Not Black","Accepted"
"4897",4897,"Not Black","Accepted"
"4898",4898,"Not Black","Accepted"
"4899",4899,"Not Black","Accepted"
"4900",4900,"Not Black","Accepted"
"4901",4901,"Not Black","Accepted"
"4902",4902,"Not Black","Accepted"
"4903",4903,"Not Black","Accepted"
"4904",4904,"Not Black","Accepted"
"4905",4905,"Not Black","Accepted"
"4906",4906,"Not Black","Accepted"
"4907",4907,"Not Black","Accepted"
"4908",4908,"Not Black","Accepted"
"4909",4909,"Not Black","Accepted"
"4910",4910,"Not Black","Accepted"
"4911",4911,"Not Black","Accepted"
"4912",4912,"Not Black","Accepted"
"4913",4913,"Not Black","Accepted"
"4914",4914,"Not Black","Accepted"
"4915",4915,"Not Black","Accepted"
"4916",4916,"Not Black","Accepted"
"4917",4917,"Not Black","Accepted"
"4918",4918,"Not Black","Accepted"
"4919",4919,"Not Black","Accepted"
"4920",4920,"Not Black","Accepted"
"4921",4921,"Not Black","Accepted"
"4922",4922,"Not Black","Accepted"
"4923",4923,"Not Black","Accepted"
"4924",4924,"Not Black","Accepted"
"4925",4925,"Not Black","Accepted"
"4926",4926,"Not Black","Accepted"
"4927",4927,"Not Black","Accepted"
"4928",4928,"Not Black","Accepted"
"4929",4929,"Not Black","Accepted"
"4930",4930,"Not Black","Accepted"
"4931",4931,"Not Black","Accepted"
"4932",4932,"Not Black","Accepted"
"4933",4933,"Not Black","Accepted"
"4934",4934,"Not Black","Accepted"
"4935",4935,"Not Black","Accepted"
"4936",4936,"Not Black","Accepted"
"4937",4937,"Not Black","Accepted"
"4938",4938,"Not Black","Accepted"
"4939",4939,"Not Black","Accepted"
"4940",4940,"Not Black","Accepted"
"4941",4941,"Not Black","Accepted"
"4942",4942,"Not Black","Accepted"
"4943",4943,"Not Black","Accepted"
"4944",4944,"Not Black","Accepted"
"4945",4945,"Not Black","Accepted"
"4946",4946,"Not Black","Accepted"
"4947",4947,"Not Black","Accepted"
"4948",4948,"Not Black","Accepted"
"4949",4949,"Not Black","Accepted"
"4950",4950,"Not Black","Accepted"
"4951",4951,"Not Black","Accepted"
"4952",4952,"Not Black","Accepted"
"4953",4953,"Not Black","Accepted"
"4954",4954,"Not Black","Accepted"
"4955",4955,"Not Black","Accepted"
"4956",4956,"Not Black","Accepted"
"4957",4957,"Not Black","Accepted"
"4958",4958,"Not Black","Accepted"
"4959",4959,"Not Black","Accepted"
"4960",4960,"Not Black","Accepted"
"4961",4961,"Not Black","Accepted"
"4962",4962,"Not Black","Accepted"
"4963",4963,"Not Black","Accepted"
"4964",4964,"Not Black","Accepted"
"4965",4965,"Not Black","Accepted"
"4966",4966,"Not Black","Accepted"
"4967",4967,"Not Black","Accepted"
"4968",4968,"Not Black","Accepted"
"4969",4969,"Not Black","Accepted"
"4970",4970,"Not Black","Accepted"
"4971",4971,"Not Black","Accepted"
"4972",4972,"Not Black","Accepted"
"4973",4973,"Not Black","Accepted"
"4974",4974,"Not Black","Accepted"
"4975",4975,"Not Black","Accepted"
"4976",4976,"Not Black","Accepted"
"4977",4977,"Not Black","Accepted"
"4978",4978,"Not Black","Accepted"
"4979",4979,"Not Black","Accepted"
"4980",4980,"Not Black","Accepted"
"4981",4981,"Not Black","Accepted"
"4982",4982,"Not Black","Accepted"
"4983",4983,"Not Black","Accepted"
"4984",4984,"Not Black","Accepted"
"4985",4985,"Not Black","Accepted"
"4986",4986,"Not Black","Accepted"
"4987",4987,"Not Black","Accepted"
"4988",4988,"Not Black","Accepted"
"4989",4989,"Not Black","Accepted"
"4990",4990,"Not Black","Accepted"
"4991",4991,"Not Black","Accepted"
"4992",4992,"Not Black","Accepted"
"4993",4993,"Not Black","Accepted"
"4994",4994,"Not Black","Accepted"
"4995",4995,"Not Black","Accepted"
"4996",4996,"Not Black","Accepted"
"4997",4997,"Not Black","Accepted"
"4998",4998,"Not Black","Accepted"
"4999",4999,"Not Black","Accepted"
"5000",5000,"Not Black","Accepted"
"5001",5001,"Not Black","Accepted"
"5002",5002,"Not Black","Accepted"
"5003",5003,"Not Black","Accepted"
"5004",5004,"Not Black","Accepted"
"5005",5005,"Not Black","Accepted"
"5006",5006,"Not Black","Accepted"
"5007",5007,"Not Black","Accepted"
"5008",5008,"Not Black","Accepted"
"5009",5009,"Not Black","Accepted"
"5010",5010,"Not Black","Accepted"
"5011",5011,"Not Black","Accepted"
"5012",5012,"Not Black","Accepted"
"5013",5013,"Not Black","Accepted"
"5014",5014,"Not Black","Accepted"
"5015",5015,"Not Black","Accepted"
"5016",5016,"Not Black","Accepted"
"5017",5017,"Not Black","Accepted"
"5018",5018,"Not Black","Accepted"
"5019",5019,"Not Black","Accepted"
"5020",5020,"Not Black","Accepted"
"5021",5021,"Not Black","Accepted"
"5022",5022,"Not Black","Accepted"
"5023",5023,"Not Black","Accepted"
"5024",5024,"Not Black","Accepted"
"5025",5025,"Not Black","Accepted"
"5026",5026,"Not Black","Accepted"
"5027",5027,"Not Black","Accepted"
"5028",5028,"Not Black","Accepted"
"5029",5029,"Not Black","Accepted"
"5030",5030,"Not Black","Accepted"
"5031",5031,"Not Black","Accepted"
"5032",5032,"Not Black","Accepted"
"5033",5033,"Not Black","Accepted"
"5034",5034,"Not Black","Accepted"
"5035",5035,"Not Black","Accepted"
"5036",5036,"Not Black","Accepted"
"5037",5037,"Not Black","Accepted"
"5038",5038,"Not Black","Accepted"
"5039",5039,"Not Black","Accepted"
"5040",5040,"Not Black","Accepted"
"5041",5041,"Not Black","Accepted"
"5042",5042,"Not Black","Accepted"
"5043",5043,"Not Black","Accepted"
"5044",5044,"Not Black","Accepted"
"5045",5045,"Not Black","Accepted"
"5046",5046,"Not Black","Accepted"
"5047",5047,"Not Black","Accepted"
"5048",5048,"Not Black","Accepted"
"5049",5049,"Not Black","Accepted"
"5050",5050,"Not Black","Accepted"
"5051",5051,"Not Black","Accepted"
"5052",5052,"Not Black","Accepted"
"5053",5053,"Not Black","Accepted"
"5054",5054,"Not Black","Accepted"
"5055",5055,"Not Black","Accepted"
"5056",5056,"Not Black","Accepted"
"5057",5057,"Not Black","Accepted"
"5058",5058,"Not Black","Accepted"
"5059",5059,"Not Black","Accepted"
"5060",5060,"Not Black","Accepted"
"5061",5061,"Not Black","Accepted"
"5062",5062,"Not Black","Accepted"
"5063",5063,"Not Black","Accepted"
"5064",5064,"Not Black","Accepted"
"5065",5065,"Not Black","Accepted"
"5066",5066,"Not Black","Accepted"
"5067",5067,"Not Black","Accepted"
"5068",5068,"Not Black","Accepted"
"5069",5069,"Not Black","Accepted"
"5070",5070,"Not Black","Accepted"
"5071",5071,"Not Black","Accepted"
"5072",5072,"Not Black","Accepted"
"5073",5073,"Not Black","Accepted"
"5074",5074,"Not Black","Accepted"
"5075",5075,"Not Black","Accepted"
"5076",5076,"Not Black","Accepted"
"5077",5077,"Not Black","Accepted"
"5078",5078,"Not Black","Accepted"
"5079",5079,"Not Black","Accepted"
"5080",5080,"Not Black","Accepted"
"5081",5081,"Not Black","Accepted"
"5082",5082,"Not Black","Accepted"
"5083",5083,"Not Black","Accepted"
"5084",5084,"Not Black","Accepted"
"5085",5085,"Not Black","Accepted"
"5086",5086,"Not Black","Accepted"
"5087",5087,"Not Black","Accepted"
"5088",5088,"Not Black","Accepted"
"5089",5089,"Not Black","Accepted"
"5090",5090,"Not Black","Accepted"
"5091",5091,"Not Black","Accepted"
"5092",5092,"Not Black","Accepted"
"5093",5093,"Not Black","Accepted"
"5094",5094,"Not Black","Accepted"
"5095",5095,"Not Black","Accepted"
"5096",5096,"Not Black","Accepted"
"5097",5097,"Not Black","Accepted"
"5098",5098,"Not Black","Accepted"
"5099",5099,"Not Black","Accepted"
"5100",5100,"Not Black","Accepted"
"5101",5101,"Not Black","Accepted"
"5102",5102,"Not Black","Accepted"
"5103",5103,"Not Black","Accepted"
"5104",5104,"Not Black","Accepted"
"5105",5105,"Not Black","Accepted"
"5106",5106,"Not Black","Accepted"
"5107",5107,"Not Black","Accepted"
"5108",5108,"Not Black","Accepted"
"5109",5109,"Not Black","Accepted"
"5110",5110,"Not Black","Accepted"
"5111",5111,"Not Black","Accepted"
"5112",5112,"Not Black","Accepted"
"5113",5113,"Not Black","Accepted"
"5114",5114,"Not Black","Accepted"
"5115",5115,"Not Black","Accepted"
"5116",5116,"Not Black","Accepted"
"5117",5117,"Not Black","Accepted"
"5118",5118,"Not Black","Accepted"
"5119",5119,"Not Black","Accepted"
"5120",5120,"Not Black","Accepted"
"5121",5121,"Not Black","Accepted"
"5122",5122,"Not Black","Accepted"
"5123",5123,"Not Black","Accepted"
"5124",5124,"Not Black","Accepted"
"5125",5125,"Not Black","Accepted"
"5126",5126,"Not Black","Accepted"
"5127",5127,"Not Black","Accepted"
"5128",5128,"Not Black","Accepted"
"5129",5129,"Not Black","Accepted"
"5130",5130,"Not Black","Accepted"
"5131",5131,"Not Black","Accepted"
"5132",5132,"Not Black","Accepted"
"5133",5133,"Not Black","Accepted"
"5134",5134,"Not Black","Accepted"
"5135",5135,"Not Black","Accepted"
"5136",5136,"Not Black","Accepted"
"5137",5137,"Not Black","Accepted"
"5138",5138,"Not Black","Accepted"
"5139",5139,"Not Black","Accepted"
"5140",5140,"Not Black","Accepted"
"5141",5141,"Not Black","Accepted"
"5142",5142,"Not Black","Accepted"
"5143",5143,"Not Black","Accepted"
"5144",5144,"Not Black","Accepted"
"5145",5145,"Not Black","Accepted"
"5146",5146,"Not Black","Accepted"
"5147",5147,"Not Black","Accepted"
"5148",5148,"Not Black","Accepted"
"5149",5149,"Not Black","Accepted"
"5150",5150,"Not Black","Accepted"
"5151",5151,"Not Black","Accepted"
"5152",5152,"Not Black","Accepted"
"5153",5153,"Not Black","Accepted"
"5154",5154,"Not Black","Accepted"
"5155",5155,"Not Black","Accepted"
"5156",5156,"Not Black","Accepted"
"5157",5157,"Not Black","Accepted"
"5158",5158,"Not Black","Accepted"
"5159",5159,"Not Black","Accepted"
"5160",5160,"Not Black","Accepted"
"5161",5161,"Not Black","Accepted"
"5162",5162,"Not Black","Accepted"
"5163",5163,"Not Black","Accepted"
"5164",5164,"Not Black","Accepted"
"5165",5165,"Not Black","Accepted"
"5166",5166,"Not Black","Accepted"
"5167",5167,"Not Black","Accepted"
"5168",5168,"Not Black","Accepted"
"5169",5169,"Not Black","Accepted"
"5170",5170,"Not Black","Accepted"
"5171",5171,"Not Black","Accepted"
"5172",5172,"Not Black","Accepted"
"5173",5173,"Not Black","Accepted"
"5174",5174,"Not Black","Accepted"
"5175",5175,"Not Black","Accepted"
"5176",5176,"Not Black","Accepted"
"5177",5177,"Not Black","Accepted"
"5178",5178,"Not Black","Accepted"
"5179",5179,"Not Black","Accepted"
"5180",5180,"Not Black","Accepted"
"5181",5181,"Not Black","Accepted"
"5182",5182,"Not Black","Accepted"
"5183",5183,"Not Black","Accepted"
"5184",5184,"Not Black","Accepted"
"5185",5185,"Not Black","Accepted"
"5186",5186,"Not Black","Accepted"
"5187",5187,"Not Black","Accepted"
"5188",5188,"Not Black","Accepted"
"5189",5189,"Not Black","Accepted"
"5190",5190,"Not Black","Accepted"
"5191",5191,"Not Black","Accepted"
"5192",5192,"Not Black","Accepted"
"5193",5193,"Not Black","Accepted"
"5194",5194,"Not Black","Accepted"
"5195",5195,"Not Black","Accepted"
"5196",5196,"Not Black","Accepted"
"5197",5197,"Not Black","Accepted"
"5198",5198,"Not Black","Accepted"
"5199",5199,"Not Black","Accepted"
"5200",5200,"Not Black","Accepted"
"5201",5201,"Not Black","Accepted"
"5202",5202,"Not Black","Accepted"
"5203",5203,"Not Black","Accepted"
"5204",5204,"Not Black","Accepted"
"5205",5205,"Not Black","Accepted"
"5206",5206,"Not Black","Accepted"
"5207",5207,"Not Black","Accepted"
"5208",5208,"Not Black","Accepted"
"5209",5209,"Not Black","Accepted"
"5210",5210,"Not Black","Accepted"
"5211",5211,"Not Black","Accepted"
"5212",5212,"Not Black","Accepted"
"5213",5213,"Not Black","Accepted"
"5214",5214,"Not Black","Accepted"
"5215",5215,"Not Black","Accepted"
"5216",5216,"Not Black","Accepted"
"5217",5217,"Not Black","Accepted"
"5218",5218,"Not Black","Accepted"
"5219",5219,"Not Black","Accepted"
"5220",5220,"Not Black","Accepted"
"5221",5221,"Not Black","Accepted"
"5222",5222,"Not Black","Accepted"
"5223",5223,"Not Black","Accepted"
"5224",5224,"Not Black","Accepted"
"5225",5225,"Not Black","Accepted"
"5226",5226,"Not Black","Accepted"
"5227",5227,"Not Black","Accepted"
"5228",5228,"Not Black","Accepted"
"5229",5229,"Not Black","Accepted"
"5230",5230,"Not Black","Accepted"
"5231",5231,"Not Black","Accepted"
"5232",5232,"Not Black","Accepted"
"5233",5233,"Not Black","Accepted"
"5234",5234,"Not Black","Accepted"
"5235",5235,"Not Black","Accepted"
"5236",5236,"Not Black","Accepted"
"5237",5237,"Not Black","Accepted"
"5238",5238,"Not Black","Accepted"
"5239",5239,"Not Black","Accepted"
"5240",5240,"Not Black","Accepted"
"5241",5241,"Not Black","Accepted"
"5242",5242,"Not Black","Accepted"
"5243",5243,"Not Black","Accepted"
"5244",5244,"Not Black","Accepted"
"5245",5245,"Not Black","Accepted"
"5246",5246,"Not Black","Accepted"
"5247",5247,"Not Black","Accepted"
"5248",5248,"Not Black","Accepted"
"5249",5249,"Not Black","Accepted"
"5250",5250,"Not Black","Accepted"
"5251",5251,"Not Black","Accepted"
"5252",5252,"Not Black","Accepted"
"5253",5253,"Not Black","Accepted"
"5254",5254,"Not Black","Accepted"
"5255",5255,"Not Black","Accepted"
"5256",5256,"Not Black","Accepted"
"5257",5257,"Not Black","Accepted"
"5258",5258,"Not Black","Accepted"
"5259",5259,"Not Black","Accepted"
"5260",5260,"Not Black","Accepted"
"5261",5261,"Not Black","Accepted"
"5262",5262,"Not Black","Accepted"
"5263",5263,"Not Black","Accepted"
"5264",5264,"Not Black","Accepted"
"5265",5265,"Not Black","Accepted"
"5266",5266,"Not Black","Accepted"
"5267",5267,"Not Black","Accepted"
"5268",5268,"Not Black","Accepted"
"5269",5269,"Not Black","Accepted"
"5270",5270,"Not Black","Accepted"
"5271",5271,"Not Black","Accepted"
"5272",5272,"Not Black","Accepted"
"5273",5273,"Not Black","Accepted"
"5274",5274,"Not Black","Accepted"
"5275",5275,"Not Black","Accepted"
"5276",5276,"Not Black","Accepted"
"5277",5277,"Not Black","Accepted"
"5278",5278,"Not Black","Accepted"
"5279",5279,"Not Black","Accepted"
"5280",5280,"Not Black","Accepted"
"5281",5281,"Not Black","Accepted"
"5282",5282,"Not Black","Accepted"
"5283",5283,"Not Black","Accepted"
"5284",5284,"Not Black","Accepted"
"5285",5285,"Not Black","Accepted"
"5286",5286,"Not Black","Accepted"
"5287",5287,"Not Black","Accepted"
"5288",5288,"Not Black","Accepted"
"5289",5289,"Not Black","Accepted"
"5290",5290,"Not Black","Accepted"
"5291",5291,"Not Black","Accepted"
"5292",5292,"Not Black","Accepted"
"5293",5293,"Not Black","Accepted"
"5294",5294,"Not Black","Accepted"
"5295",5295,"Not Black","Accepted"
"5296",5296,"Not Black","Accepted"
"5297",5297,"Not Black","Accepted"
"5298",5298,"Not Black","Accepted"
"5299",5299,"Not Black","Accepted"
"5300",5300,"Not Black","Accepted"
"5301",5301,"Not Black","Accepted"
"5302",5302,"Not Black","Accepted"
"5303",5303,"Not Black","Accepted"
"5304",5304,"Not Black","Accepted"
"5305",5305,"Not Black","Accepted"
"5306",5306,"Not Black","Accepted"
"5307",5307,"Not Black","Accepted"
"5308",5308,"Not Black","Accepted"
"5309",5309,"Not Black","Accepted"
"5310",5310,"Not Black","Accepted"
"5311",5311,"Not Black","Accepted"
"5312",5312,"Not Black","Accepted"
"5313",5313,"Not Black","Accepted"
"5314",5314,"Not Black","Accepted"
"5315",5315,"Not Black","Accepted"
"5316",5316,"Not Black","Accepted"
"5317",5317,"Not Black","Accepted"
"5318",5318,"Not Black","Accepted"
"5319",5319,"Not Black","Accepted"
"5320",5320,"Not Black","Accepted"
"5321",5321,"Not Black","Accepted"
"5322",5322,"Not Black","Accepted"
"5323",5323,"Not Black","Accepted"
"5324",5324,"Not Black","Accepted"
"5325",5325,"Not Black","Accepted"
"5326",5326,"Not Black","Accepted"
"5327",5327,"Not Black","Accepted"
"5328",5328,"Not Black","Accepted"
"5329",5329,"Not Black","Accepted"
"5330",5330,"Not Black","Accepted"
"5331",5331,"Not Black","Accepted"
"5332",5332,"Not Black","Accepted"
"5333",5333,"Not Black","Accepted"
"5334",5334,"Not Black","Accepted"
"5335",5335,"Not Black","Accepted"
"5336",5336,"Not Black","Accepted"
"5337",5337,"Not Black","Accepted"
"5338",5338,"Not Black","Accepted"
"5339",5339,"Not Black","Accepted"
"5340",5340,"Not Black","Accepted"
"5341",5341,"Not Black","Accepted"
"5342",5342,"Not Black","Accepted"
"5343",5343,"Not Black","Accepted"
"5344",5344,"Not Black","Accepted"
"5345",5345,"Not Black","Accepted"
"5346",5346,"Not Black","Accepted"
"5347",5347,"Not Black","Accepted"
"5348",5348,"Not Black","Accepted"
"5349",5349,"Not Black","Accepted"
"5350",5350,"Not Black","Accepted"
"5351",5351,"Not Black","Accepted"
"5352",5352,"Not Black","Accepted"
"5353",5353,"Not Black","Accepted"
"5354",5354,"Not Black","Accepted"
"5355",5355,"Not Black","Accepted"
"5356",5356,"Not Black","Accepted"
"5357",5357,"Not Black","Accepted"
"5358",5358,"Not Black","Accepted"
"5359",5359,"Not Black","Accepted"
"5360",5360,"Not Black","Accepted"
"5361",5361,"Not Black","Accepted"
"5362",5362,"Not Black","Accepted"
"5363",5363,"Not Black","Accepted"
"5364",5364,"Not Black","Accepted"
"5365",5365,"Not Black","Accepted"
"5366",5366,"Not Black","Accepted"
"5367",5367,"Not Black","Accepted"
"5368",5368,"Not Black","Accepted"
"5369",5369,"Not Black","Accepted"
"5370",5370,"Not Black","Accepted"
"5371",5371,"Not Black","Accepted"
"5372",5372,"Not Black","Accepted"
"5373",5373,"Not Black","Accepted"
"5374",5374,"Not Black","Accepted"
"5375",5375,"Not Black","Accepted"
"5376",5376,"Not Black","Accepted"
"5377",5377,"Not Black","Accepted"
"5378",5378,"Not Black","Accepted"
"5379",5379,"Not Black","Accepted"
"5380",5380,"Not Black","Accepted"
"5381",5381,"Not Black","Accepted"
"5382",5382,"Not Black","Accepted"
"5383",5383,"Not Black","Accepted"
"5384",5384,"Not Black","Accepted"
"5385",5385,"Not Black","Accepted"
"5386",5386,"Not Black","Accepted"
"5387",5387,"Not Black","Accepted"
"5388",5388,"Not Black","Accepted"
"5389",5389,"Not Black","Accepted"
"5390",5390,"Not Black","Accepted"
"5391",5391,"Not Black","Accepted"
"5392",5392,"Not Black","Accepted"
"5393",5393,"Not Black","Accepted"
"5394",5394,"Not Black","Accepted"
"5395",5395,"Not Black","Accepted"
"5396",5396,"Not Black","Accepted"
"5397",5397,"Not Black","Accepted"
"5398",5398,"Not Black","Accepted"
"5399",5399,"Not Black","Accepted"
"5400",5400,"Not Black","Accepted"
"5401",5401,"Not Black","Accepted"
"5402",5402,"Not Black","Accepted"
"5403",5403,"Not Black","Accepted"
"5404",5404,"Not Black","Accepted"
"5405",5405,"Not Black","Accepted"
"5406",5406,"Not Black","Accepted"
"5407",5407,"Not Black","Accepted"
"5408",5408,"Not Black","Accepted"
"5409",5409,"Not Black","Accepted"
"5410",5410,"Not Black","Accepted"
"5411",5411,"Not Black","Accepted"
"5412",5412,"Not Black","Accepted"
"5413",5413,"Not Black","Accepted"
"5414",5414,"Not Black","Accepted"
"5415",5415,"Not Black","Accepted"
"5416",5416,"Not Black","Accepted"
"5417",5417,"Not Black","Accepted"
"5418",5418,"Not Black","Accepted"
"5419",5419,"Not Black","Accepted"
"5420",5420,"Not Black","Accepted"
"5421",5421,"Not Black","Accepted"
"5422",5422,"Not Black","Accepted"
"5423",5423,"Not Black","Accepted"
"5424",5424,"Not Black","Accepted"
"5425",5425,"Not Black","Accepted"
"5426",5426,"Not Black","Accepted"
"5427",5427,"Not Black","Accepted"
"5428",5428,"Not Black","Accepted"
"5429",5429,"Not Black","Accepted"
"5430",5430,"Not Black","Accepted"
"5431",5431,"Not Black","Accepted"
"5432",5432,"Not Black","Accepted"
"5433",5433,"Not Black","Accepted"
"5434",5434,"Not Black","Accepted"
"5435",5435,"Not Black","Accepted"
"5436",5436,"Not Black","Accepted"
"5437",5437,"Not Black","Accepted"
"5438",5438,"Not Black","Accepted"
"5439",5439,"Not Black","Accepted"
"5440",5440,"Not Black","Accepted"
"5441",5441,"Not Black","Accepted"
"5442",5442,"Not Black","Accepted"
"5443",5443,"Not Black","Accepted"
"5444",5444,"Not Black","Accepted"
"5445",5445,"Not Black","Accepted"
"5446",5446,"Not Black","Accepted"
"5447",5447,"Not Black","Accepted"
"5448",5448,"Not Black","Accepted"
"5449",5449,"Not Black","Accepted"
"5450",5450,"Not Black","Accepted"
"5451",5451,"Not Black","Accepted"
"5452",5452,"Not Black","Accepted"
"5453",5453,"Not Black","Accepted"
"5454",5454,"Not Black","Accepted"
"5455",5455,"Not Black","Accepted"
"5456",5456,"Not Black","Accepted"
"5457",5457,"Not Black","Accepted"
"5458",5458,"Not Black","Accepted"
"5459",5459,"Not Black","Accepted"
"5460",5460,"Not Black","Accepted"
"5461",5461,"Not Black","Accepted"
"5462",5462,"Not Black","Accepted"
"5463",5463,"Not Black","Accepted"
"5464",5464,"Not Black","Accepted"
"5465",5465,"Not Black","Accepted"
"5466",5466,"Not Black","Accepted"
"5467",5467,"Not Black","Accepted"
"5468",5468,"Not Black","Accepted"
"5469",5469,"Not Black","Accepted"
"5470",5470,"Not Black","Accepted"
"5471",5471,"Not Black","Accepted"
"5472",5472,"Not Black","Accepted"
"5473",5473,"Not Black","Accepted"
"5474",5474,"Not Black","Accepted"
"5475",5475,"Not Black","Accepted"
"5476",5476,"Not Black","Accepted"
"5477",5477,"Not Black","Accepted"
"5478",5478,"Not Black","Accepted"
"5479",5479,"Not Black","Accepted"
"5480",5480,"Not Black","Accepted"
"5481",5481,"Not Black","Accepted"
